X,Y,OBJECTID,CASENUMBER,LECASENUM,CRASH_KEY,AV_DATE,MNTH,DAYOFWEEK,TIMESTR,DISTRICT,CNTY,CITYNAME,SYSTEMSTR,LITERAL,FRSTHARM,LOCFSTHRM,CRCOMNNR,MAJCSE,DRUGALC,ECNTCRC,LGHT,LGHTNG,CSRFCND,WEATHER,RCNTCRC,PAVED,WZRELATED,CSEV,FATALITIES,INJURIES,MAJINJURY,MININJURY,POSSINJURY,UNKINJURY,PROPDMG,VEHICLES,TOCCUPANTS,REPORT,XCOORD,YCOORD,CRASH_YEAR
-93.132690790607043,41.682426028847459,11779,2005209884,05-03964,2005005931,20050219,February,Saturday,04:56,District 1 (Central),Jasper,N/A,I-80,I-80,Non-collision events:  Overturn/rollover,Shoulder,Non-collision,Swerving/Evasive Action,None Indicated,None apparent,Dark - roadway not lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,30000,1,1,2001 Officer TraCS,488957,4614525,2005
-94.914016898288637,43.160485226858569,11831,2005211400,05-3092,2005007725,20050310,March,Thursday,03:20,District 3 (Northwest),Clay,N/A,,Co Rd N18/340 AVE,Collision with fixed object:  Tree,Outside trafficway,Non-collision,Ran off road - straight,Drug/Alcohol (Statutory),Not Reported,Dark - roadway not lighted,Darkness,Dry,Unknown,None apparent,Paved,,Fatal,1,0,0,0,0,0,6000,1,1,2001 Officer TraCS,344397,4780414,2005
-92.561111562446499,40.987163385713025,11856,2005212558,SP5140842102,2005008704,20050319,March,Saturday,09:50,District 5 (Southeast),Wapello,N/A,,Co Rd H41/BLUEGRASS RD,Collision with:  Vehicle in traffic,On Roadway,Head-on,FTYROW:  Making left turn,Drug,None apparent,Daylight,Daylight,Dry,Cloudy,None apparent,Paved,,Fatal,1,5,4,0,1,0,6400,2,6,2001 Officer TraCS,536919,4537424,2005
-93.26126345315781,42.457318322975411,11866,2005211508,SP4151302086,2005007642,20050310,March,Thursday,09:35,District 1 (Central),Hardin,N/A,US 65,US 65,Collision with:  Vehicle in traffic,On Roadway,Sideswipe - opposite direction,Crossed centerline,None Indicated,None apparent,Daylight,Daylight,Wet,Cloudy,None apparent,Paved,,Fatal,1,1,0,1,0,0,12000,2,3,2001 Officer TraCS,478519,4700586,2005
-93.801889412774557,40.661196148607949,11911,2005210658,,2005007313,20050306,March,Sunday,01:22,District 5 (Southeast),Decatur,N/A,,Co Rd R34/210TH AVE,Collision with fixed object:  Tree,Outside trafficway,Non-collision,Ran off road - right,Under Influence of Alcohol/Drugs/Medications,None apparent,Dark - roadway lighted,Darkness,Dry,Clear,None apparent,Unpaved,,Fatal,1,0,0,0,0,0,8000,1,1,2001 Officer Paper,432216,4501456,2005
-92.92014290528752,41.389653381794133,5160,2003061239,SP3141692477,2003054326,20031130,November,Sunday,14:34,District 5 (Southeast),Marion,Pella,IA 163,IA 163/HWY 163/SW RAMP CURV,Non-collision events:  Overturn/rollover,Shoulder,Non-collision,Ran off road - right,Drug/Alcohol (< Statutory),None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,4000,1,1,2001 Officer TraCS,506677,4582016,2003
-93.233607747108195,41.549813390819978,5342,2003067922,SP3014418888,2003060388,20031127,November,Thursday,02:34,District 1 (Central),Jasper,N/A,,Co Rd S6G/HWY S6G,Non-collision events:  Overturn/rollover,Outside trafficway,Non-collision,Ran off road - right,Alcohol (Statutory),None apparent,Dark - roadway not lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,1,1,1,0,0,0,10000,1,2,2001 Officer TraCS,480518,4599820,2003
-91.607648355914407,41.718489789351082,5351,2003068057,SP3112073309,2003060515,20031218,December,Thursday,19:45,District 6 (East Central),Johnson,Coralville,,CORAL RIDGE AVE,Collision with:  Vehicle in traffic,On Roadway,Sideswipe - opposite direction,Swerving/Evasive Action,None Indicated,Weather conditions,Dark - roadway not lighted,Darkness,Snow,Blowing sand/soil/dirt/snow,Road surface condition,Paved,,Fatal,1,3,1,2,0,0,13000,2,4,2001 Officer TraCS,615820,4619457,2003
-94.016994182857061,41.388141265772823,5628,2004202190,,2004002043,20040107,January,Wednesday,17:49,District 4 (Southwest),Madison,N/A,US 169,US 169/US HWY 169,Collision with:  Vehicle in traffic,On Roadway,Head-on,Crossed centerline,None Indicated,None apparent,Dark - roadway not lighted,Darkness,Dry,Partly cloudy,None apparent,Paved,,Fatal,1,1,0,0,1,0,17000,2,2,2001 Officer Paper,414973,4582344,2004
-92.554010537186912,42.965200415173555,6017,2004205650,,2004005215,20040123,January,Friday,17:08,District 2 (Northeast),Floyd,N/A,,IA 254/HWY 218 & 270TH,Collision with:  Vehicle in traffic,On Roadway,Broadside,FTYROW:  From stop sign,None Indicated,None apparent,Dusk,Daylight,Dry,Partly cloudy,None apparent,Paved,,Fatal,1,2,1,1,0,0,17000,2,3,2001 Officer Paper,536373,4757046,2004
-92.027503822972903,41.687278006904478,12320,2005215323,SP5111762320,2005012379,20050403,April,Sunday,14:00,District 6 (East Central),Iowa,N/A,I-80,I-80,Collision with fixed object:  Culvert,Median,Non-collision,Ran off road - left,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,1,1,0,0,0,25000,1,2,2001 Officer TraCS,580934,4615512,2005
-94.147144369980239,41.192912678202568,12330,2005214065,,2005011026,20050330,March,Wednesday,08:10,District 4 (Southwest),Madison,N/A,,FAWN AVE,Collision with fixed object:  Ditch/embankment,Outside trafficway,Non-collision,Driving too fast for conditions,None Indicated,None apparent,Daylight,Daylight,Dry,Partly cloudy,Road surface condition,Unpaved,,Fatal,1,0,0,0,0,0,7600,1,1,2001 Officer Paper,403805,4560806,2005
-91.659635963510723,41.706597551267954,12701,2005217570,SP5114832306,2005015115,20050330,March,Wednesday,13:05,District 6 (East Central),Johnson,Tiffin,US 6,US 6 & STEPHENS ST,Collision with:  Vehicle in traffic,On Roadway,Broadside,FTYROW:  From stop sign,None Indicated,None apparent,Daylight,Daylight,Wet,Rain,None apparent,Paved,,Fatal,1,1,0,0,1,0,12000,2,3,2001 Officer TraCS,611516,4618068,2005
-91.633844178286296,41.148844342214069,12912,2005224432,SP5131612309,2005021626,20050529,May,Sunday,21:06,District 5 (Southeast),Henry,N/A,IA 78,IA 78/IOWA 78,Collision with:  Vehicle in traffic,On Roadway,Rear-end,Exceeded authorized speed,Alcohol (Statutory),None apparent,Dusk,Dusk Twilight (Civil),Dry,Cloudy,None apparent,Paved,,Fatal,1,0,0,0,0,0,13500,2,8,2001 Officer TraCS,614639,4556179,2005
-91.207177933096588,40.82649123737297,13071,2005225565,05-19802,2005022740,20050611,June,Saturday,16:04,District 5 (Southeast),Des Moines,West Burlington,,IA 434/IOWA 434 & HWY 406 RD & BEAVERDALE RD,Collision with:  Vehicle in traffic,On Roadway,Non-collision,Ran Traffic Signal,None Indicated,None apparent,Daylight,Daylight,Dry,Partly cloudy,None apparent,Paved,,Fatal,1,0,0,0,0,0,11000,1,1,2001 Officer TraCS,651178,4521042,2005
-91.059755727933023,41.452861303192769,9177,2004239739,SP4123632615,2004036456,20040824,August,Tuesday,06:14,District 5 (Southeast),Muscatine,Muscatine,US 61,US 61/HWY 61 & BIDWELL RD,Collision with:  Vehicle in traffic,On Roadway,Sideswipe - opposite direction,Crossed centerline,None Indicated,None apparent,Daylight,Dawn Twilight (Civil),Wet,Cloudy,None apparent,Paved,,Fatal,1,1,0,1,0,0,19000,2,2,2001 Officer TraCS,662060,4590847,2004
-91.541832217572505,41.162948000830042,9240,2004246916,SP3133562462,2004043002,20041006,October,Wednesday,21:35,District 5 (Southeast),Henry,N/A,US 218,US 218/HWY 218 & JAMES AVE,Collision with:  Vehicle in/from other roadway,On Roadway,Broadside,Ran Stop Sign,Drug,None apparent,Dark - roadway not lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,1,3,1,2,0,0,9200,2,5,2001 Officer TraCS,622334,4557870,2004
-93.700386489839204,41.776968805467845,9352,2004248378,04-106106,2004044342,20041017,October,Sunday,03:00,District 1 (Central),Polk,N/A,,NW 118 AVE,Non-collision events:  Overturn/rollover,Outside trafficway,Non-collision,Swerving/Evasive Action,None Indicated,None apparent,Dark - roadway not lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,1,2,1,1,0,0,10000,1,3,2001 Officer TraCS,441794,4625250,2004
-93.780377896236601,41.688400922606952,9464,2004250751,04-111205,2004046488,20041031,October,Sunday,15:05,District 1 (Central),Polk,Grimes,IA 44,IA 44/1ST ST & GATEWAY DR,Collision with:  Vehicle in/from other roadway,On Roadway,Broadside,Ran Traffic Signal,None Indicated,None apparent,Daylight,Daylight,Dry,Cloudy,None apparent,Paved,,Fatal,1,2,1,1,0,0,10000,2,3,2001 Officer TraCS,435057,4615474,2004
-95.575338251738188,42.067695395363479,9467,2004249158,SP4040852319,2004045014,20041005,October,Tuesday,23:36,District 3 (Northwest),Crawford,N/A,IA 141,IA 141/IOWA 141 & Co Rd L51/150TH ST,Collision with:  Vehicle in traffic,On Roadway,Broadside,Ran Stop Sign,Alcohol (Statutory),None apparent,Dark - roadway lighted,Darkness,Dry,Partly cloudy,None apparent,Paved,,Fatal,1,0,0,0,0,0,26000,2,2,2001 Officer TraCS,286936,4660501,2004
-95.694077508678191,40.614303200128361,9591,2004244859,SP4030662780,2004041121,20040919,September,Sunday,00:01,District 4 (Southwest),Fremont,N/A,I-29,I-29,Collision with:  Non-motorist (see non-motorist type),On Roadway,Non-collision,Swerving/Evasive Action,None Indicated,Pedestrian action,Dark - roadway not lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,6000,3,4,2001 Officer TraCS,272096,4499431,2004
-93.19771194161919,41.849322934323418,9597,2004244000,04-24074,2004040346,20040906,September,Monday,19:48,District 1 (Central),Jasper,N/A,,N 107TH AVE W,Collision with:  Vehicle in traffic,On Roadway,Head-on,Traveling wrong way or on wrong side of road,None Indicated,Physical obstruction,Dark - roadway not lighted,Dusk Twilight (Civil),Sand/mud/dirt/oil/gravel,Clear,None apparent,Unpaved,,Fatal,1,0,0,0,0,0,8500,2,3,2001 Officer TraCS,483588,4633065,2004
-92.729137942097793,42.325717755030325,9825,2004247114,20044254,2004043188,20041011,October,Monday,07:50,District 1 (Central),Grundy,N/A,,P AVE & 260TH ST,Collision with:  Vehicle in/from other roadway,On Roadway,Broadside,Ran Stop Sign,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Unpaved,,Fatal,2,0,0,0,0,0,52300,2,4,2001 Officer TraCS,522318,4685976,2004
-93.558225475889103,41.34002823461033,9930,2004247060,,2004043137,20040821,August,Saturday,18:28,District 5 (Southeast),Warren,Indianola,US 65,US 65/S JEFFERSON WAY & W 17TH AVE,Collision with:  Vehicle in traffic,On Roadway,Rear-end,Lost Control,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,3000,2,3,2001 Officer Paper,453295,4576654,2004
-95.557955376546545,41.830899164892166,15090,2005245265,6010ISP,2005040674,20050923,September,Friday,17:41,District 4 (Southwest),Harrison,N/A,IA 37,IA 37/IOWA 37,Collision with:  Vehicle in/from other roadway,On Roadway,Sideswipe - same direction,FTYROW:  Other (explain in narrative),None Indicated,None apparent,Daylight,Daylight,Dry,Cloudy,None apparent,Paved,,Fatal,1,0,0,0,0,0,8000,2,2,2001 Officer TraCS,287589,4634164,2005
-96.095287790780148,42.481549726887046,15091,2005245272,2005005842,2005040676,20050922,September,Thursday,10:29,District 3 (Northwest),Woodbury,N/A,US 20,US 20 & GARNER AVE & GRUNDY AVE,Collision with:  Vehicle in traffic,On Roadway,Broadside,Ran Stop Sign,None Indicated,None apparent,Daylight,Daylight,Wet,Cloudy,Work Zone (construction/maintenance/utility),Paved,Yes,Fatal,1,1,1,0,0,0,3500,2,3,2001 Officer TraCS,245587,4707887,2005
-93.30983335627883,42.687528532361199,15115,2005250992,K05031433,2005045898,20051103,November,Thursday,14:33,District 2 (Northeast),Franklin,N/A,,Co Rd C47/110TH ST,Non-collision events:  Overturn/rollover,On Roadway,Non-collision,Swerving/Evasive Action,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,Road surface condition,Unpaved,,Fatal,1,1,0,1,0,0,6000,1,2,2001 Officer TraCS,474619,4726162,2005
-95.96766492899863,42.482407068665232,15301,2005253926,S05-9008,2005048726,20051117,November,Thursday,11:19,District 3 (Northwest),Woodbury,N/A,US 20,US 20,Collision with:  Vehicle in traffic,On Roadway,Head-on,Crossed centerline,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,2,1,0,1,0,0,22000,2,3,2001 Officer TraCS,256081,4707607,2005
-92.442020594920294,41.806417829310718,15771,2005253766,,2005048869,20051115,November,Tuesday,16:31,District 1 (Central),Poweshiek,N/A,,Co Rd V18/V18 RD,Collision with fixed object:  Ditch/embankment,On Roadway,Non-collision,Ran off road - right,None Indicated,Physical obstruction,Daylight,Daylight,Slush,Sleet/hail/freezing rain,Road surface condition,Paved,,Fatal,1,0,0,0,0,0,30000,1,1,2001 Officer Paper,546351,4628433,2005
-91.136428516366522,42.742558142066713,15803,2005258214,,2005055882,20051204,December,Sunday,17:35,District 2 (Northeast),Clayton,N/A,,LACE AVE,Collision with:  Non-motorist (see non-motorist type),On Roadway,Non-collision,Other (explain in narrative):  Vision obstructed,None Indicated,None apparent,Dark - roadway not lighted,Darkness,Snow,Clear,Unknown,Unpaved,,Fatal,1,0,0,0,0,0,1000,1,1,2001 Officer Paper,652532,4733910,2005
-92.666588696340455,41.997566903338246,15833,2005262424,13513ISP,2005055906,20051113,November,Sunday,23:55,District 1 (Central),Tama,N/A,,TAMA INDIAN SETTLEMENT,Collision with fixed object:  Tree,Outside trafficway,Non-collision,Operating vehicle in an erratic/reckless/careless/negligent/aggressive manner,Alcohol (Statutory),None apparent,Dark - roadway not lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,1,3,0,3,0,0,7500,1,4,2001 Officer TraCS,527614,4649559,2005
-93.648969755687631,42.030459704811115,15962,2005257548,05-009508,2005051654,20051129,November,Tuesday,17:30,District 1 (Central),Story,Ames,,PAMMEL DR,Non-collision events:  Other non-collision (explain in narrative),On Roadway,Non-collision,Other (explain in narrative):  Vision obstructed,None Indicated,None apparent,Dark - roadway lighted,Darkness,Dry,Cloudy,None apparent,Paved,,Fatal,1,0,0,0,0,0,300,1,1,2001 Officer TraCS,446280,4653361,2005
-91.740116382598586,41.729412879829219,14343,2005241254,SP5111982083,2005036749,20050813,August,Saturday,05:55,District 6 (East Central),Johnson,N/A,,ECHO AVE,Collision with:  Vehicle in traffic,On Roadway,Head-on,Crossed centerline,None Indicated,Physical obstruction,Dark - roadway not lighted,Dawn Twilight (Civil),Sand/mud/dirt/oil/gravel,Cloudy,None apparent,Unpaved,,Fatal,1,1,0,1,0,0,6000,2,2,2001 Officer TraCS,604783,4620500,2005
-90.739936076965648,41.49477329150703,14394,2005242490,,2005038517,20050917,September,Saturday,10:10,District 6 (East Central),Scott,N/A,,COONHUNTER S RD,Collision with:  Vehicle in traffic,On Roadway,Head-on,Crossed centerline,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,2,1,1,0,0,0,14000,2,3,2001 Officer Paper,688653,4596149,2005
-93.779245687597552,41.270240788279018,14402,2005238410,,2005036544,20050819,August,Friday,03:05,District 5 (Southeast),Warren,N/A,I-35,I-35,Collision with:  Vehicle in traffic,On Roadway,Sideswipe - opposite direction,Traveling wrong way or on wrong side of road,Alcohol (Statutory),None apparent,Dark - roadway not lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,28000,2,2,2001 Officer Paper,434733,4569049,2005
-96.251070983620494,42.262703488575369,14468,2005242962,S05-7424,2005039103,20050922,September,Thursday,10:44,District 3 (Northwest),Woodbury,N/A,,Co Rd K45/OLD HWY 75,Collision with:  Non-motorist (see non-motorist type),On Roadway,Non-collision,None indicated,None Indicated,None apparent,Daylight,Daylight,Dry,Partly cloudy,None apparent,Paved,,Fatal,1,0,0,0,0,0,2000,1,1,2001 Officer TraCS,231851,4684063,2005
-95.970013599437408,43.011704190793004,14554,2005246918,7683ISP,2005042547,20051012,October,Wednesday,06:55,District 3 (Northwest),Sioux,N/A,IA 60,IA 60/IOWA 60 & 440TH ST,Collision with:  Vehicle in traffic,On Roadway,Rear-end,Ran off road - straight,None Indicated,None apparent,Dark - roadway not lighted,Dawn Twilight (Civil),Wet,Mist,Work Zone (construction/maintenance/utility),Paved,Yes,Fatal,1,0,0,0,0,0,8000,2,2,2001 Officer TraCS,257958,4766395,2005
-91.168363096685098,40.875658456861089,14559,2005245628,2005006995,2005040880,20051004,October,Tuesday,06:25,District 5 (Southeast),Des Moines,N/A,US 61,US 61,Collision with:  Vehicle in traffic,On Roadway,Head-on,Crossed centerline,Drug,None apparent,Dark - roadway not lighted,Darkness,Dry,Partly cloudy,None apparent,Paved,,Fatal,2,0,0,0,0,0,35200,2,2,2001 Officer TraCS,654337,4526568,2005
-91.372491568172919,40.754941468536309,14679,2005247386,05-4705,2005042974,20051017,October,Monday,20:33,District 5 (Southeast),Lee,N/A,IA 16,IA 16/IOWA 16 & 280 AVE,Collision with:  Vehicle in/from other roadway,On Roadway,Broadside,FTYROW:  From stop sign,Alcohol (Statutory),None apparent,Dark - roadway not lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,1,1,0,0,0,1,11000,2,2,2001 Officer TraCS,637385,4512827,2005
-93.124915974130914,42.55656752866355,14766,2005247464,7611ISP,2005042937,20051011,October,Tuesday,12:25,District 2 (Northeast),Franklin,N/A,IA 57,IA 57/IOWA 57 & THRUSH AVE & S AVE,Collision with fixed object:  Ditch/embankment,Roadside,Non-collision,Operating vehicle in an erratic/reckless/careless/negligent/aggressive manner,None Indicated,None apparent,Daylight,Daylight,Dry,Partly cloudy,None apparent,Paved,,Fatal,1,0,0,0,0,0,6200,1,1,2001 Officer TraCS,489746,4711581,2005
-90.207758575894928,41.841108964531507,14851,2005241352,,2005037592,20050503,May,Tuesday,17:36,District 6 (East Central),Clinton,Clinton,,5TH AVE S,Collision with:  Non-motorist (see non-motorist type),On Roadway,Non-collision,FTYROW:  Other (explain in narrative),None Indicated,Unknown,Daylight,Daylight,Dry,Clear,Unknown,Paved,,Fatal,1,1,0,0,0,1,1000,1,1,2001 Officer Paper,731832,4635904,2005
-91.613918669840359,42.05267288860589,16149,2005253569,05024639,2005060590,20051115,November,Tuesday,01:13,District 6 (East Central),Linn,Marion,,Co Rd W58/ALBURNETT RD & EAST ROBINS RD,Collision with fixed object:  Tree,Outside trafficway,Non-collision,Ran Stop Sign,Drug,None apparent,Dark - roadway lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,11500,1,1,2001 Officer TraCS,614699,4656553,2005
-93.61244569308279,41.399337719091605,16297,2005265147,52804,2005060376,20051226,December,Monday,00:00,District 5 (Southeast),Warren,N/A,,Co Rd R63/100TH AVE/105TH AVE & 103RD AVE & HARRISON ST,Non-collision events:  Overturn/rollover,Outside trafficway,Non-collision,Ran off road - right,None Indicated,Weather conditions,Dark - unknown roadway lighting,Darkness,Ice,Sleet/hail/freezing rain,Road surface condition,Paved,,Fatal,1,0,0,0,0,0,8000,1,1,2001 Officer TraCS,448805,4583269,2005
-93.570406930274032,41.757710195554026,16314,2005267039,,2005061266,20051212,December,Monday,03:00,District 1 (Central),Polk,Ankeny,I-35,I-35,Non-collision events:  Overturn/rollover,On Roadway,Non-collision,Driving too fast for conditions,None Indicated,None apparent,Dark - roadway not lighted,Darkness,Wet,Snow,Road surface condition,Paved,,Fatal,1,5,2,3,0,0,15000,1,6,2001 Officer Paper,452582,4623032,2005
-95.856203837194244,41.376782433740821,16853,2006206960,,2006006496,20060215,February,Wednesday,11:10,District 4 (Southwest),Pottawattamie,N/A,,Co Rd L20/OLD LINCOLN HWY,Collision with fixed object:  Poles (utility/light/etc.),On Roadway,Non-collision,Swerving/Evasive Action,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,1,0,1,0,0,6500,1,2,2001 Officer Paper,261150,4584521,2006
-95.444656162823037,42.690948951508709,17400,2006213695,,2006012803,20060209,February,Thursday,15:47,District 3 (Northwest),Cherokee,N/A,,Co Rd M21/WOODCHIP DR,Collision with:  Vehicle in traffic,On Roadway,Sideswipe - opposite direction,Crossed centerline,None Indicated,Weather conditions,Daylight,Daylight,Snow,Snow,Road surface condition,Paved,,Fatal,3,2,1,1,0,0,5800,2,5,2001 Officer Paper,299740,4729393,2006
